customer_id,total_orders,total_items,total_spent
7417,1,4,993.01
1190,3,6,944.06
5792,6,3,588.38
3698,3,19,836.03
5997,4,2,562.23
3977,7,4,855.88
552,5,14,519.49
9240,5,4,755.37
9389,9,7,609.02
3028,10,15,294.19
8786,4,8,737.13
1442,5,14,823.84
9958,7,13,149.42
20,9,9,829.61
6537,9,4,113.01
9254,4,6,802.68
3670,6,4,834.0
7085,8,19,281.67
3066,5,4,611.83
6948,8,3,799.46
2326,8,10,553.03
7200,5,10,541.72
4032,2,19,239.57
1891,5,3,967.12
643,1,20,469.21
6494,3,10,496.06
4706,10,11,826.44
9640,2,10,261.97
2815,3,20,869.44
9597,10,1,477.58
7407,4,13,823.76
5114,4,17,773.01
3422,2,1,662.51
9354,2,10,795.97
3221,1,11,859.61
2554,1,18,119.38
863,7,14,447.47
7365,3,1,167.56
4309,3,7,718.16
665,1,8,331.74
2698,10,18,933.28
613,5,6,424.4
9784,5,6,838.49
339,7,14,460.03
6588,2,3,310.5
1573,5,1,745.91
853,1,6,872.49
6116,10,11,807.73
400,6,1,438.31
8765,10,20,550.65
6931,4,17,593.0
1308,5,16,117.59
3925,4,20,324.38
5433,9,17,539.51
2608,4,6,216.16
2978,6,8,764.21
543,10,3,319.71
2920,3,17,710.35
528,1,18,914.58
5760,8,11,717.49
2915,2,13,394.42
9461,7,1,805.28
5423,7,19,469.83
2039,1,12,123.32
1782,8,1,963.65
651,10,16,904.2
1244,10,17,702.91
4778,3,2,651.54
7325,8,15,951.31
3395,5,12,470.06
1015,6,19,408.45
5644,2,10,752.4
7619,1,1,262.91
165,9,2,751.11
9964,4,19,974.52
519,3,1,449.99
6902,8,13,308.89
1302,7,7,310.95
6417,5,9,550.58
435,7,12,325.47
2580,3,13,590.64
6905,3,13,159.05
4997,1,9,153.46
5977,6,1,621.58
7751,3,5,929.46
6700,8,16,793.1
2252,8,14,638.39
1556,8,5,709.16
2187,4,20,599.34
935,1,15,960.13
3575,10,2,362.2
140,10,19,156.25
5701,6,10,927.46
107,9,17,928.8
1544,7,15,524.42
4930,1,10,657.94
4741,9,19,634.87
67,9,4,627.42
5995,1,2,209.66
803,6,8,978.51
9103,8,2,480.63
7771,4,8,645.05
8727,6,18,410.32
9014,4,7,344.67
641,2,16,140.61
3119,7,7,145.38
9842,3,11,180.75
3987,8,14,696.43
8384,6,7,376.53
635,8,6,349.58
8486,8,4,715.52
8065,4,18,977.37
7973,8,19,985.14
5747,8,7,505.39
7874,6,9,377.34
4455,7,20,469.41
7887,10,15,290.2
1738,10,1,259.62
1364,10,12,735.64
3357,7,15,830.85
7291,8,8,799.88
7035,7,8,737.07
775,3,8,257.24
5876,9,15,346.43
2821,3,1,190.72
5571,2,8,475.99
4209,6,8,252.36
1224,1,11,429.13
330,7,15,772.34
5749,3,11,252.73
9551,10,13,994.41
8724,1,1,649.6
9818,3,9,642.15
1805,2,13,653.88
5159,3,14,379.41
916,1,11,478.64
7085,5,15,595.06
3052,10,13,167.9
7733,1,13,400.02
795,5,4,290.21
9107,8,7,256.31
923,1,12,170.25
1329,5,8,527.12
4869,9,9,809.6
3249,8,1,795.02
3563,6,15,212.04
2206,1,7,687.77
8400,1,15,907.5
2122,8,6,214.09
6057,6,16,589.24
4048,2,13,906.29
713,6,13,219.89
9392,1,16,236.76
3466,4,19,701.49
2936,5,7,896.85
1034,2,13,340.29
9133,2,12,919.69
2614,10,5,954.1
2532,2,12,243.83
4915,1,2,399.54
3009,3,7,105.45
6313,4,17,614.64
5630,10,17,652.42
5042,8,4,102.62
1686,4,4,379.57
6790,6,11,654.38
4010,3,8,850.22
790,10,10,418.01
4472,3,12,759.29
8344,4,16,385.97
9316,4,9,445.33
4639,9,19,167.16
3577,2,7,170.61
3159,1,4,528.48
7856,2,18,670.68
7989,5,14,391.93
3215,7,6,334.69
2055,9,17,840.7
7146,8,7,611.72
9145,10,20,293.54
8896,1,2,742.7
7820,9,19,187.03
8487,1,5,668.86
6995,9,11,266.28
438,5,1,486.41
1311,5,9,735.63
831,7,17,218.19
0,4,18,399.1
538,10,3,806.74
8961,5,2,210.22
7429,9,13,819.57
3396,10,4,653.97
8217,2,20,702.79
8985,2,13,534.11
4872,8,11,351.53
6290,6,20,689.81
7405,7,3,729.94
2812,4,12,797.03
9639,3,19,825.79
3629,8,15,291.39
9146,5,2,255.04
9310,6,14,760.94
8149,7,4,157.51
9429,6,1,305.38
9760,1,11,749.03
4238,1,1,709.34
3162,8,6,778.57
6948,1,19,699.99
849,2,19,745.07
5279,4,19,508.89
9271,5,14,902.14
6162,5,3,642.71
6665,1,9,886.42
3361,9,8,703.17
2387,6,9,570.49
3549,10,13,806.1
1063,4,16,300.63
3760,5,3,662.6
7029,1,15,984.41
8046,6,18,513.08
440,5,14,434.18
6793,8,8,864.39
690,1,4,115.01
6523,6,14,965.02
8371,7,2,489.22
7303,10,8,977.08
626,7,20,675.21
734,8,6,612.97
1191,1,3,915.45
4528,4,8,937.25
6526,7,11,930.32
4101,8,8,927.96
2849,4,12,212.66
912,2,20,141.5
9850,10,10,210.17
9101,7,4,339.65
6923,10,14,464.61
9169,9,5,265.19
7948,4,15,730.77
7827,4,5,941.85
1164,5,1,638.06
9341,3,16,309.06
8845,4,3,330.5
7634,8,13,790.78
7556,1,8,989.83
5955,9,3,603.3
5055,1,15,957.79
8259,8,2,441.77
1847,4,5,214.85
1068,3,1,484.47
8102,2,6,452.85
3570,8,20,867.08
995,9,1,161.44
4133,6,3,777.95
7042,3,9,624.62
5362,3,15,350.03
4896,6,7,971.52
5976,3,19,355.25
1119,4,4,496.98
9893,8,3,404.07
6,1,14,764.53
9887,8,5,614.08
7512,9,9,524.84
5953,6,16,110.03
4891,2,17,374.86
9039,6,2,439.56
3278,8,4,109.46
5806,3,1,141.12
5300,2,20,662.11
7282,1,14,927.22
2758,2,10,910.59
2572,4,4,912.05
798,10,3,860.94
9846,6,10,710.04
6310,8,19,980.59
7655,4,5,658.27
7121,6,10,246.55
5003,10,5,406.61
877,10,4,103.94
3197,1,18,807.65
2760,10,15,327.59
6505,5,11,740.12
8340,3,1,898.58
227,7,17,569.42
7308,1,4,254.74
8143,3,13,478.53
3695,8,17,739.39
9792,10,10,101.05
4213,1,18,314.26
9558,4,15,887.25
7447,3,10,139.29
628,1,4,932.7
1779,6,16,373.1
2677,6,9,490.19
5704,5,16,729.95
9655,5,9,733.95
184,7,16,455.07
6640,1,7,716.21
144,1,13,417.17
6385,4,2,970.5
3699,7,3,778.98
6574,1,10,377.77
337,10,18,986.36
7481,9,17,205.42
2481,9,13,233.13
4876,3,5,574.84
11,6,9,996.6
9074,10,11,111.91
4915,6,2,586.24
2052,10,8,356.39
2201,2,7,691.42
8597,8,5,359.01
5921,2,9,738.15
724,8,6,580.18
5392,5,16,897.76
414,9,2,972.26
1494,2,11,933.51
9694,5,17,869.41
6116,10,15,777.79
3992,10,7,650.3
5463,5,13,598.13
4923,10,6,539.29
5022,1,6,953.31
1435,2,8,787.49
2768,7,6,594.26
6097,6,3,287.07
5781,10,20,720.79
500,9,12,851.22
6663,7,2,131.89
3318,10,4,831.52
7007,10,3,211.5
2110,8,4,363.07
3635,10,12,439.95
7248,9,5,146.22
1714,8,7,465.16
4821,8,10,367.17
5013,4,16,182.58
2364,6,17,690.42
1345,1,20,607.64
4591,10,5,952.2
2430,5,1,215.19
7069,10,18,739.39
8495,7,9,879.41
7243,2,6,181.23
3935,5,9,184.68
208,4,9,322.74
8827,2,11,426.74
5653,6,5,244.5
8017,4,1,521.65
2218,3,3,713.58
7332,8,10,160.86
7811,3,18,202.79
3912,1,19,259.72
9816,9,9,232.97
6667,6,12,530.22
3616,4,3,541.03
1980,2,20,265.74
4479,10,1,238.63
1199,4,8,390.74
146,8,7,834.7
2533,5,5,730.98
8472,1,1,436.29
6674,6,3,328.96
4506,7,6,386.37
7783,9,16,903.16
5123,10,13,326.52
1452,5,6,836.88
5499,10,18,188.89
5263,4,1,957.43
6509,8,16,520.12
9718,7,15,677.57
139,5,17,351.08
7413,10,8,598.93
8237,10,5,129.22
8613,1,10,645.19
3403,8,14,461.27
1131,6,1,578.59
6022,5,9,310.07
7307,1,3,824.16
7881,7,7,420.88
5043,6,10,972.19
5818,3,14,134.92
3913,3,2,740.21
6654,6,4,728.54
7859,2,9,655.62
7000,2,14,289.61
8746,3,1,305.28
6338,7,13,866.21
4262,1,18,748.38
3216,6,15,460.02
6551,6,2,582.73
6747,9,5,808.59
4364,4,13,833.26
2483,8,20,516.35
4635,8,5,159.07
3378,2,6,939.3
2042,2,11,494.05
7815,8,8,535.73
9529,6,12,879.37
2770,5,14,721.16
2160,7,13,684.17
9065,4,7,618.96
2897,10,8,398.77
9480,6,5,250.54
7612,2,8,956.18
7842,1,7,891.4
3139,1,18,302.06
8647,4,16,936.46
9194,2,16,753.39
4959,3,1,731.75
607,9,5,991.74
7257,1,14,365.01
5955,9,19,605.35
3083,10,12,869.02
1900,2,14,738.88
795,4,19,204.22
7719,2,8,881.47
1271,8,7,549.58
7953,1,15,853.21
4517,10,12,922.78
6044,4,19,368.73
7496,4,12,966.66
4012,3,3,521.25
5656,8,5,250.5
256,1,13,658.66
3467,1,14,538.07
4446,3,15,644.32
6230,10,4,369.7
5472,7,5,828.18
6111,6,9,281.63
5440,7,16,811.7
6037,8,4,100.78
4621,7,2,797.37
8529,6,6,506.7
8737,5,10,985.65
1756,2,15,727.48
2901,1,9,656.26
7705,10,13,251.88
1875,3,7,141.62
6859,8,20,758.05
6272,7,8,156.63
1085,9,2,686.98
5341,8,20,298.86
8270,6,7,805.89
260,5,11,812.36
9355,9,2,399.2
8127,3,17,307.27
1986,9,6,894.4
4920,2,18,963.35
7269,2,19,883.42
3436,1,6,999.16
8797,4,17,592.38
4829,7,9,991.79
1458,6,14,467.39
4197,7,18,193.51
1730,5,6,677.02
2985,6,13,514.81
324,6,7,273.26
2031,8,3,309.41
1401,7,13,727.22
6596,3,2,817.71
447,7,2,305.08
8724,3,12,985.47
1276,5,14,885.22
7105,7,10,747.27
4954,10,17,673.15
7215,2,16,183.56
1972,6,15,550.75
2218,4,17,183.64
4678,4,5,646.91
4721,8,10,752.47
3401,9,13,337.31
5339,8,1,942.48
7297,8,20,386.44
6382,10,20,684.29
8792,7,13,437.75
8045,4,6,548.61
7534,3,19,874.55
3071,10,18,672.28
9389,4,1,480.82
1750,8,1,709.25
2617,2,6,876.25
2070,6,14,224.0
669,9,10,751.15
2273,2,11,884.38
8309,4,13,108.36
1717,5,18,479.1
9737,2,14,933.08
1946,8,15,377.04
3012,1,1,226.95
1706,1,13,618.78
9230,10,8,139.24
7270,5,8,508.26
512,7,20,688.8
2704,3,8,349.93
7967,7,18,812.0
1704,8,3,279.63
6883,10,18,596.12
2855,9,8,374.71
2846,1,19,804.48
5614,6,5,410.51
5442,3,9,167.54
6281,5,19,277.9
2645,7,3,686.69
9976,2,9,746.41
3774,1,10,655.52
9176,6,8,250.34
939,1,4,596.61
2065,5,9,920.34
9472,4,11,461.98
2988,1,10,571.22
2022,7,3,466.49
8118,2,2,112.74
6125,10,3,798.51
6639,9,20,416.34
9969,3,6,457.36
3009,9,17,748.45
7537,9,13,575.86
9247,2,4,605.17
9618,5,4,224.34
764,2,8,437.34
4840,7,9,734.05
3436,1,8,777.63
4949,6,12,125.5
1152,7,6,713.26
4339,7,14,587.97
2775,9,4,657.21
7163,9,11,651.43
8776,8,20,710.19
6467,10,8,471.45
1363,5,10,985.67
5415,6,19,463.84
301,6,20,985.14
700,4,15,634.75
7900,8,6,103.67
8250,5,6,333.7
4406,8,13,740.65
0,5,9,932.04
1170,5,17,142.67
797,1,15,517.15
377,8,12,620.45
3143,6,12,590.93
2531,4,11,977.91
3878,3,14,467.44
5692,1,8,818.74
8242,8,7,359.42
1140,4,12,439.52
2764,2,5,777.93
414,4,12,985.51
9280,3,12,520.69
7513,9,9,560.31
1391,8,8,237.43
7826,9,17,871.92
164,7,19,822.59
7447,7,14,980.94
4726,4,15,179.74
9015,3,15,790.13
5777,2,18,322.99
8979,1,1,180.9
9138,6,3,985.15
7723,7,13,691.2
3,7,17,392.78
9260,10,13,623.12
5106,7,13,353.31
8285,7,5,647.77
4658,4,13,865.14
3160,2,14,337.79
1304,4,3,974.34
8749,10,20,908.01
1361,3,8,998.99
5418,1,6,931.8
6372,7,1,244.1
8953,9,11,574.68
1826,8,14,427.38
7383,2,9,397.22
424,9,4,490.65
645,1,13,470.16
5624,3,9,535.09
5834,1,7,547.23
615,1,14,900.23
682,8,10,786.94
9014,4,9,448.86
9142,10,7,747.84
6011,9,17,940.94
4283,1,15,932.23
6136,7,8,117.67
9458,9,3,321.83
4824,1,6,457.74
236,10,9,351.54
1493,7,18,847.16
1378,3,15,620.54
1313,10,17,842.75
2076,1,7,715.25
1935,2,14,736.19
6445,5,13,840.23
2694,8,18,129.58
530,1,7,317.71
3565,3,16,460.01
1946,8,12,768.69
7940,9,6,162.42
2524,2,7,393.73
9291,2,15,196.91
6579,6,18,875.8
2363,9,8,531.5
905,5,10,992.57
2981,7,18,963.95
3478,5,16,663.58
980,1,15,254.17
287,5,3,637.61
7123,4,10,695.27
5792,7,10,944.08
6197,3,4,280.02
1248,10,12,298.04
4070,3,1,348.54
6019,5,8,468.81
7176,10,19,624.97
8908,8,15,692.86
361,3,20,740.7
8166,5,19,325.76
9344,4,7,734.7
7076,6,6,260.68
9276,8,5,293.03
1798,1,14,218.56
5952,2,1,108.58
3318,7,2,594.06
9637,9,7,502.2
2654,4,4,290.27
1569,1,16,501.44
9771,10,7,767.71
9563,10,19,141.17
5417,4,1,984.31
8844,5,18,752.74
9969,4,2,442.57
6945,4,14,602.8
8725,7,16,651.44
4975,3,16,129.18
7544,3,16,402.41
3085,8,2,579.84
3831,10,2,730.62
4781,4,1,310.71
760,8,12,230.58
1161,10,6,477.37
4667,9,17,858.85
1629,6,20,633.32
6078,7,6,568.92
6123,9,9,584.33
9878,5,11,293.38
1556,9,4,460.11
4276,10,6,896.51
1163,3,19,992.64
1041,10,13,859.26
8818,4,9,744.4
3840,3,12,648.39
6908,10,10,548.23
4412,4,9,386.63
5391,1,14,245.2
2003,9,10,610.83
5275,1,11,681.73
5184,10,2,970.44
7829,4,2,425.71
8470,2,6,892.19
3084,7,10,739.4
5576,2,11,165.28
8037,10,5,320.58
8221,6,9,244.56
7725,7,4,307.8
3758,1,11,636.41
7935,4,5,403.03
5691,7,9,799.21
1571,7,10,304.2
3253,6,17,684.32
4903,4,7,724.31
608,8,20,141.21
6314,5,7,784.99
7025,6,3,568.11
7929,7,4,582.77
4025,3,7,160.34
3697,9,6,721.53
9967,4,6,665.33
3561,6,7,303.23
8164,2,16,557.41
7657,2,10,100.63
4099,10,14,546.66
2656,5,16,469.06
8166,6,5,586.93
927,2,1,807.16
847,1,15,645.5
6063,10,2,387.16
1766,2,7,167.45
7672,9,15,303.83
8898,6,8,668.99
8136,7,13,926.2
1511,6,11,694.49
8179,5,8,514.12
7175,4,8,761.84
3790,2,17,382.41
3129,4,6,869.51
5426,6,19,772.1
210,6,10,561.51
4591,2,15,897.51
1016,3,2,886.37
3289,9,2,116.0
7853,1,18,824.45
1619,5,4,845.84
3291,1,16,974.39
3634,3,10,349.92
1102,6,1,396.08
5771,3,19,220.54
4556,2,8,895.7
1260,4,17,406.34
7491,3,19,829.58
8665,8,19,578.3
5260,5,8,546.94
1951,3,12,188.48
2093,4,19,942.26
2813,10,18,903.35
372,8,15,855.11
6471,10,9,806.64
6751,10,2,863.31
5273,5,8,930.82
951,2,17,639.74
5567,7,16,675.32
3056,2,15,407.99
44,5,19,335.83
1712,8,2,725.57
4074,2,8,326.17
3355,10,2,698.45
9086,10,16,608.82
4119,6,18,988.34
4777,4,5,261.1
9695,1,14,832.31
3809,2,7,760.31
1826,9,20,368.93
5334,5,8,212.59
4044,9,14,557.2
9784,4,2,484.54
8690,2,11,645.23
7181,2,6,775.28
3481,5,10,563.64
4900,10,13,890.52
4873,4,15,769.2
3458,3,15,859.9
1448,9,18,985.03
3664,2,6,524.98
4951,1,19,752.79
8749,4,11,756.71
4211,9,11,761.85
368,4,2,275.84
8468,8,5,121.85
701,3,20,214.94
1319,5,13,336.95
195,6,7,159.93
547,9,15,238.57
2372,1,2,749.37
8979,4,14,374.97
9599,8,12,741.11
8344,10,3,254.36
5056,1,15,194.02
982,4,3,625.63
4304,8,1,545.07
5657,1,3,997.77
4733,7,12,938.07
4578,3,3,661.56
5833,8,7,864.47
4730,4,11,238.29
2082,1,1,372.2
4126,4,14,995.68
2930,9,11,184.54
5488,8,9,230.02
718,9,20,197.67
2251,2,12,964.34
3746,3,20,165.29
3371,3,15,872.12
4400,7,11,826.86
6716,10,4,322.41
644,1,3,675.92
8837,10,19,384.75
2943,10,7,574.54
5030,7,4,309.14
380,6,15,342.41
6736,4,2,873.24
5624,2,1,874.67
997,2,8,507.53
5841,8,3,734.45
6337,6,4,686.2
6754,7,20,720.43
8137,7,7,703.27
755,8,9,962.89
9645,5,17,751.76
108,10,18,901.77
6504,8,14,783.33
8671,5,4,791.21
1176,1,20,950.32
5318,7,8,851.7
171,8,12,516.58
5948,8,19,505.34
1064,2,11,199.96
7117,8,14,939.23
6374,8,5,767.78
2719,8,8,240.64
5965,10,5,220.11
2834,2,13,338.08
4204,6,16,216.7
2333,6,7,898.42
1566,1,19,854.06
5251,2,17,243.38
8629,10,18,683.2
2753,8,15,842.99
8870,2,16,634.28
6540,1,9,951.19
8710,9,17,451.48
7065,6,16,148.53
9823,5,20,176.13
4404,10,11,107.84
6792,2,15,934.75
5966,7,20,437.86
8239,7,19,746.19
7535,2,16,156.82
9060,1,6,288.41
172,8,16,199.88
2090,2,11,444.65
5434,1,6,502.53
1195,8,16,128.91
5951,6,16,670.71
4353,7,19,314.62
2447,8,20,680.66
6837,6,16,590.41
7559,10,7,901.8
3564,1,2,128.9
5932,4,13,615.96
7242,7,7,493.57
9642,9,1,446.96
6148,1,2,972.77
5726,10,17,721.32
7766,7,18,184.17
6791,4,11,308.66
4668,7,2,627.25
112,3,8,659.91
8651,2,10,273.53
8066,6,20,489.9
2619,1,14,552.57
5520,5,19,807.08
4057,2,11,277.78
5025,10,15,170.75
1421,9,7,510.22
6516,5,6,690.98
2592,7,20,130.11
4918,10,1,948.06
692,1,3,449.3
5388,4,8,906.2
5463,7,2,870.51
5575,1,11,846.35
1004,4,15,125.81
763,1,2,171.86
5434,5,9,296.0
6214,2,6,905.67
5286,8,4,658.35
3781,9,7,849.45
709,3,20,910.4
1616,2,17,765.61
6566,7,9,417.02
7252,4,8,645.0
1683,2,1,511.34
6445,4,1,124.23
3466,3,8,963.8
6505,9,6,303.57
6375,5,5,628.32
1912,6,13,327.71
9955,9,1,982.51
9670,5,6,549.29
6157,3,4,905.15
3556,2,8,295.97
448,4,14,720.03
6713,3,6,611.59
2330,7,15,621.6
1840,3,17,764.23
5911,2,13,370.35
3908,10,16,902.83
2879,10,5,639.12
1277,1,4,971.34
7487,8,9,809.8
7079,10,19,423.46
1198,3,12,632.91
8878,1,5,529.38
1986,6,1,174.58
8607,2,17,814.78
4154,3,19,798.61
1167,10,17,762.36
3211,7,15,638.59
5,2,11,134.95
7342,7,9,812.15
4712,10,12,230.08
5617,3,17,435.13
2234,1,9,717.32
4152,6,20,207.38
4776,5,16,110.81
9297,3,5,450.8
7209,7,7,243.25
5249,1,4,189.27
2527,3,12,342.49
89,9,12,782.28
9852,1,15,964.03
8349,2,2,279.32
1815,6,5,344.3
2765,3,10,169.82
3261,8,18,190.9
7254,10,19,722.18
2188,2,4,393.68
9828,3,11,434.72
6410,3,6,651.01
8931,4,15,876.91
764,1,5,862.28
3693,3,10,991.2
1312,3,5,269.2
7119,1,3,363.98
8135,10,5,419.1
8482,7,18,747.03
4514,4,20,431.06
4999,5,4,263.52
8249,9,13,432.29
8329,6,11,512.81
5301,8,1,934.08
4972,4,12,509.64
8346,3,9,783.2
8771,6,19,109.56
6662,5,14,917.75
2385,6,20,460.85
1400,6,9,858.18
2682,10,6,806.6
534,8,6,760.41
6320,5,5,284.51
4043,10,11,802.97
6204,1,13,287.48
6420,3,6,819.74
5834,9,15,164.89
9106,1,14,863.0
3703,1,10,856.05
1738,8,11,989.07
952,9,17,721.0
8189,3,15,199.12
4385,10,6,962.66
1918,10,2,151.74
3234,3,1,471.66
1607,4,13,870.19
4599,8,10,188.93
9777,4,4,547.09
7408,8,3,130.93
2532,5,3,594.82
2034,10,13,657.12
4933,2,3,530.93
1680,2,17,692.27
6222,7,9,112.1
625,3,20,856.34
3110,7,14,377.17
7260,1,7,498.44
4099,2,9,256.63
5920,7,9,457.08
3750,3,9,732.28
4161,7,7,661.96
3981,1,10,128.16
8171,2,19,733.26
4443,1,18,282.52
7256,2,5,150.93
1486,6,12,863.18
1899,1,18,462.82
2426,7,17,808.77
6367,2,1,734.28
4085,10,4,792.69
725,6,16,854.1
37,2,7,180.77
6821,10,19,689.65
6783,5,8,795.37
2129,9,18,661.72
9386,1,9,917.23
8304,4,19,396.29
2808,3,17,423.31
7817,6,2,960.8
1799,3,6,471.86
7582,5,14,874.66
6731,2,5,919.62
8552,1,17,520.22
1600,5,12,215.6
8263,3,15,509.74
4070,7,5,351.14
8718,7,11,338.49
6511,5,8,796.94
5527,4,18,497.2
4284,10,12,377.27
8048,2,1,714.6
6364,6,5,387.9
663,10,16,560.89
7704,1,8,179.83
9459,5,5,685.58
2080,8,14,630.21
6478,3,2,708.12
3008,5,12,401.24
4285,5,11,342.52
4434,9,5,765.36
6261,5,19,366.49
6194,3,9,571.47
7268,6,6,733.21
1786,7,2,951.96
5439,7,17,772.94
8889,8,7,822.66
3930,4,12,997.41
317,7,15,585.82
5954,8,12,668.99
2558,4,16,647.09
762,6,11,867.49
5347,9,10,583.19
4699,1,7,724.09
7372,1,7,170.2
5149,8,13,156.56
3180,5,20,966.14
3994,1,16,154.36
1040,1,11,136.51
321,1,13,265.07
4460,2,5,591.43
3316,6,15,681.9
3450,1,2,872.07
8252,2,7,930.29
5562,9,11,106.07
3524,2,8,607.98
9953,1,8,136.95
6563,8,1,338.62
7165,7,16,206.82
1680,2,20,612.23
5502,2,16,680.75
9805,8,8,539.61
9262,10,14,844.09
9937,10,15,594.08
3478,1,4,758.61
4327,9,5,122.44
1320,4,8,871.8
915,6,14,246.86
6030,5,1,677.29
3358,2,12,996.71
1137,5,6,584.5
4375,4,5,850.84
1599,5,9,233.11
5987,2,16,213.68
7674,9,11,136.85
4853,3,2,595.0
3320,9,5,882.81
6356,9,9,512.36
9231,8,5,270.14
6271,5,5,361.34
2030,8,12,265.74
4352,2,18,890.68
8751,3,3,475.66
8907,5,18,729.07
8903,5,11,323.8
3700,4,3,728.61
5505,9,6,662.69
7799,2,20,655.85
7399,1,10,628.73
2135,8,7,497.81
6852,7,19,297.91
7083,10,19,587.77
1216,2,5,999.62
9305,4,9,473.93
8670,5,8,323.39
7261,2,13,892.22
1390,10,6,380.15
3504,8,14,593.5
1804,1,12,243.49
507,1,17,711.89
6057,3,1,687.35
8987,2,12,106.44
4751,5,7,203.56
8756,10,15,351.52
8340,10,8,208.25
1867,1,11,699.38
824,4,16,207.22
2776,3,15,718.28
3208,10,8,312.97
7883,5,14,499.49
9680,3,14,153.87
6045,4,1,236.42
1825,5,8,957.33
4218,4,7,879.01
7100,2,9,997.2
965,2,20,410.45
6393,6,3,387.86
2241,2,10,978.33
1552,5,1,289.36
2337,3,16,793.37
3061,1,14,888.4
7768,2,17,506.11
3908,2,20,772.91
6886,6,9,982.93
3434,5,9,194.4
1530,10,15,451.44
1785,8,8,146.63
7850,5,10,640.4
5895,8,16,343.33
6113,3,15,917.42
1154,7,5,237.49
7179,3,13,693.57
3002,10,11,991.86
5462,5,20,403.19
951,4,15,768.19
6325,9,1,570.62
5019,9,4,424.83
2090,5,13,481.15
3564,10,8,888.98
5926,9,16,267.11
396,6,4,748.68
3117,3,2,868.1
3184,4,5,919.31
1472,8,9,634.66
8143,2,3,479.33
8914,4,6,489.82
1501,9,16,483.56
1730,3,4,481.09
1676,6,7,705.98
3660,7,19,977.01
5937,7,12,607.01
1199,10,20,986.26
1421,7,7,737.02
1213,3,9,121.89
7490,1,7,753.01
9732,9,18,556.45
2661,5,19,996.71
9782,5,19,621.81
8213,5,20,758.83
1209,10,8,920.49
2826,10,6,630.72
4448,7,13,944.86
7374,10,8,535.99
170,8,14,523.94
7102,5,17,347.19
3825,5,15,806.07
9973,6,8,469.84
6524,5,7,648.61
2126,2,12,236.79
745,1,7,960.46
4634,6,7,300.68
9173,6,4,869.65
5463,2,6,654.71
5466,1,17,683.83
4333,1,8,444.41
7909,8,13,989.4
7318,5,14,712.35
241,10,11,796.19
2704,2,6,798.85
4488,2,6,290.61
2597,2,19,938.87
1532,1,3,915.0
7166,10,8,390.09
9260,5,8,290.66
6378,2,5,144.76
7561,9,18,366.11
5985,6,17,954.31
7744,7,10,163.8
8441,3,12,663.97
8725,6,6,695.83
438,10,3,258.11
7325,1,6,861.35
5145,3,16,458.71
8193,2,8,466.07
31,6,20,253.54
595,2,12,465.34
1058,2,5,905.64
358,6,18,934.15
8224,6,5,776.87
9220,3,19,845.28
4472,4,5,612.81
6573,2,6,454.2
2503,9,4,620.68
1139,9,19,664.8
981,1,19,999.05
5179,6,9,923.69
7094,3,7,948.59
51,2,2,876.62
3911,9,16,279.06
8069,3,20,229.63
3694,8,19,717.27
6105,4,7,828.01
390,3,12,381.66
4188,2,5,437.0
1086,6,1,108.9
6872,9,16,932.03
5373,9,4,472.25
27,7,4,807.54
7449,8,13,902.04
4841,10,16,114.63
1286,8,2,319.04
8346,7,15,991.67
2147,10,18,403.89
9399,5,19,406.59
9899,7,12,894.31
4545,3,11,657.07
6826,4,13,266.66
9136,4,14,633.69
1632,9,7,394.3
2332,3,1,797.19
9951,1,17,111.99
2605,1,20,487.67
6833,9,8,639.63
8629,5,10,662.75
436,5,2,704.98
7324,5,1,563.14
6405,2,1,156.91
7865,8,6,177.16
1853,5,14,160.83
8181,8,11,468.14
428,4,8,570.28
5854,4,6,168.99
4351,5,20,920.63
225,10,17,843.16
222,5,1,470.16
6488,4,2,349.6
7691,5,5,173.71
8378,3,17,944.2
817,10,10,861.5
6771,3,8,124.93
8029,7,11,444.31
5987,1,9,435.02
9237,6,15,423.88
3377,4,16,881.61
6389,2,4,480.76
9303,2,6,270.1
9206,6,8,690.56
9842,9,7,936.59
3842,3,15,113.98
1733,2,12,533.13
4048,3,2,659.59
3626,4,8,177.65
7396,5,15,649.8
1295,9,14,696.79
1680,1,1,144.15
2092,1,19,563.19
7293,9,10,661.7
2584,2,3,566.95
198,8,7,985.84
704,7,6,661.05
6457,6,12,122.37
3597,10,2,929.78
5734,6,1,992.24
5992,7,6,758.58
8534,5,17,878.09
3409,9,1,507.74
6849,9,12,354.72
2879,2,15,925.14
8661,1,13,905.37
561,6,20,693.69
2366,1,3,998.95
4322,2,11,144.46
126,7,18,498.24
7361,2,14,634.35
7637,10,13,256.2
5140,4,10,142.6
3558,1,3,671.14
8544,9,5,636.31
1522,4,13,499.81
6949,10,11,296.08
9980,9,6,335.34
4346,7,9,151.04
428,4,9,368.94
1199,6,6,678.86
1708,4,2,459.77
7025,9,9,362.86
6629,9,3,327.82
4621,7,3,305.8
7357,10,2,756.68
9045,7,4,566.69
4542,4,15,941.53
3226,10,12,915.07
5173,6,7,161.95
1010,6,5,155.17
5652,8,9,301.06
8695,10,17,338.4
8529,5,14,432.35
2316,7,2,898.94
1612,4,20,736.88
8168,9,8,213.83
6349,7,4,538.49
7134,10,10,550.53
130,6,20,370.32
4843,10,17,564.72
1637,9,1,549.19
1531,9,19,223.15
3500,7,5,115.86
